locus_tag	ftype	length_bp	gene	EC_number	COG	product
DLIDFOLG_00323	CDS	1941	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
DLIDFOLG_00324	CDS	1116	macA		COG0845	Macrolide export protein MacA
DLIDFOLG_00325	CDS	1659				hypothetical protein
DLIDFOLG_00326	CDS	759	aqpZ		COG0580	Aquaporin Z
DLIDFOLG_00327	CDS	900	lysO		COG2431	Lysine exporter LysO
DLIDFOLG_00328	CDS	1686	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
DLIDFOLG_00329	CDS	969	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
DLIDFOLG_00330	CDS	435				hypothetical protein
DLIDFOLG_00331	CDS	609				hypothetical protein
DLIDFOLG_00332	CDS	888	tetA			Tetracycline resistance protein, class C
DLIDFOLG_00333	CDS	885				hypothetical protein
DLIDFOLG_00334	CDS	420				hypothetical protein
DLIDFOLG_00335	CDS	564	rcdA		COG3226	HTH-type transcriptional regulator RcdA
DLIDFOLG_00336	CDS	1686	aspT_1			Aspartate/alanine antiporter
DLIDFOLG_00337	CDS	384	ybjM			Inner membrane protein YbjM
DLIDFOLG_00338	CDS	264	grxA		COG0695	Glutaredoxin 1
DLIDFOLG_00339	CDS	288				hypothetical protein
DLIDFOLG_00340	CDS	723	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
DLIDFOLG_00341	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
DLIDFOLG_00342	CDS	480	ybjN			putative protein YbjN
DLIDFOLG_00343	CDS	1113	potF		COG0687	Putrescine-binding periplasmic protein
DLIDFOLG_00344	CDS	1167	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
DLIDFOLG_00345	CDS	954	potH		COG1176	Putrescine transport system permease protein PotH
DLIDFOLG_00346	CDS	846	ydcV_2			Inner membrane ABC transporter permease protein YdcV
DLIDFOLG_00347	CDS	489	ybjO			Inner membrane protein YbjO
DLIDFOLG_00348	CDS	1128	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
DLIDFOLG_00349	CDS	717	walR		COG0745	Transcriptional regulatory protein WalR
DLIDFOLG_00350	CDS	1473	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
DLIDFOLG_00351	CDS	156				hypothetical protein
DLIDFOLG_00352	CDS	939				hypothetical protein
DLIDFOLG_00353	CDS	873				hypothetical protein
DLIDFOLG_00354	CDS	885				hypothetical protein
DLIDFOLG_00355	CDS	555				hypothetical protein
DLIDFOLG_00356	CDS	831	efeU		COG0672	Ferrous iron permease EfeU
DLIDFOLG_00357	CDS	1218	nupC_1		COG1972	Nucleoside permease NupC
DLIDFOLG_00358	CDS	435				hypothetical protein
DLIDFOLG_00359	CDS	1509	putP		COG0591	Sodium/proline symporter
DLIDFOLG_00360	CDS	1824				hypothetical protein
DLIDFOLG_00361	CDS	195	kdsA	2.5.1.55	COG2877	2-dehydro-3-deoxyphosphooctonate aldolase
DLIDFOLG_00362	CDS	1101	chaA		COG0387	Sodium-potassium/proton antiporter ChaA
DLIDFOLG_00363	CDS	231	chaB		COG4572	Putative cation transport regulator ChaB
DLIDFOLG_00364	CDS	681	chaC	4.3.2.7	COG3703	Glutathione-specific gamma-glutamylcyclotransferase
DLIDFOLG_00365	CDS	243				hypothetical protein
DLIDFOLG_00366	CDS	354	ychN		COG1553	Protein YchN
DLIDFOLG_00367	CDS	1182	nasR			Nitrate regulatory protein
DLIDFOLG_00368	CDS	1257	nrtA		COG0715	Nitrate/nitrite binding protein NrtA
DLIDFOLG_00369	CDS	885	cmpB			Bicarbonate transport system permease protein CmpB
DLIDFOLG_00370	CDS	789	nrtD	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
DLIDFOLG_00371	CDS	561	hin_1		COG1961	DNA-invertase hin
DLIDFOLG_00372	CDS	525	pduE_1	4.2.1.28	COG4910	Propanediol dehydratase small subunit
DLIDFOLG_00373	CDS	1833	ddrA_1			Diol dehydratase-reactivating factor alpha subunit
DLIDFOLG_00374	CDS	351				hypothetical protein
DLIDFOLG_00375	CDS	276	pduA_1		COG4577	Propanediol utilization protein PduA
DLIDFOLG_00376	CDS	447				hypothetical protein
DLIDFOLG_00377	CDS	633	pduL	2.3.1.222	COG4869	Phosphate propanoyltransferase
DLIDFOLG_00378	CDS	492				hypothetical protein
DLIDFOLG_00379	CDS	276	ccmL			Carbon dioxide concentrating mechanism protein CcmL
DLIDFOLG_00380	CDS	1017				hypothetical protein
DLIDFOLG_00381	CDS	195				hypothetical protein
DLIDFOLG_00382	CDS	1251	ynfM			Inner membrane transport protein YnfM
DLIDFOLG_00383	CDS	903	hcaR			Hca operon transcriptional activator HcaR
DLIDFOLG_00384	CDS	1224	mlc		COG1940	Protein mlc
DLIDFOLG_00385	CDS	696	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
DLIDFOLG_00386	CDS	1296	clcB_1		COG0038	Voltage-gated ClC-type chloride channel ClcB
DLIDFOLG_00387	CDS	609	dmsD		COG3381	Tat proofreading chaperone DmsD
DLIDFOLG_00388	CDS	858	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
DLIDFOLG_00389	CDS	981				hypothetical protein
DLIDFOLG_00390	CDS	579	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
DLIDFOLG_00391	CDS	1845	mdoD		COG3131	Glucans biosynthesis protein D
DLIDFOLG_00392	CDS	1089	xylB_1	1.1.1.90		Aryl-alcohol dehydrogenase
DLIDFOLG_00393	CDS	1197	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
DLIDFOLG_00394	CDS	927	cynR_1			HTH-type transcriptional regulator CynR
DLIDFOLG_00395	CDS	999				hypothetical protein
DLIDFOLG_00396	CDS	219				hypothetical protein
DLIDFOLG_00397	CDS	258	ligA	6.5.1.2	COG0272	DNA ligase
DLIDFOLG_00398	CDS	1014	pckA_1	4.1.1.49	COG1866	Phosphoenolpyruvate carboxykinase (ATP)
DLIDFOLG_00399	CDS	477				hypothetical protein
DLIDFOLG_00400	CDS	687				hypothetical protein
DLIDFOLG_00401	CDS	750	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
DLIDFOLG_00402	CDS	744	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
DLIDFOLG_00403	CDS	726				hypothetical protein
DLIDFOLG_00404	CDS	996				hypothetical protein
DLIDFOLG_00405	CDS	645	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
DLIDFOLG_00406	CDS	792	nei	3.2.2.-	COG0266	Endonuclease 8
DLIDFOLG_00407	CDS	1284	gltA_1	2.3.3.16	COG0372	Citrate synthase
DLIDFOLG_00408	CDS	405	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
DLIDFOLG_00409	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
DLIDFOLG_00410	CDS	1767	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
DLIDFOLG_00411	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
DLIDFOLG_00412	CDS	2808	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
DLIDFOLG_00413	CDS	1227	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
DLIDFOLG_00414	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
DLIDFOLG_00415	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
DLIDFOLG_00416	CDS	1569	cydA_1	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
DLIDFOLG_00417	CDS	1140	cydB_1	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
DLIDFOLG_00418	CDS	117	cydX	7.1.1.7	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
DLIDFOLG_00419	CDS	291				hypothetical protein
DLIDFOLG_00420	CDS	405	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
DLIDFOLG_00421	CDS	693	tolQ		COG0811	Tol-Pal system protein TolQ
DLIDFOLG_00422	CDS	429	tolR		COG0848	Tol-Pal system protein TolR
DLIDFOLG_00423	CDS	366				hypothetical protein
DLIDFOLG_00424	CDS	540	cobT_1	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
DLIDFOLG_00425	CDS	1110	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
DLIDFOLG_00426	CDS	732				hypothetical protein
DLIDFOLG_00427	CDS	390				hypothetical protein
DLIDFOLG_00428	CDS	1215	pduW	2.7.2.15	COG0282	putative propionate kinase
DLIDFOLG_00429	CDS	441	pduV		COG4917	Propanediol utilization protein PduV
DLIDFOLG_00430	CDS	351	pduU		COG4810	Propanediol utilization protein PduU
DLIDFOLG_00431	CDS	555				hypothetical protein
DLIDFOLG_00432	CDS	1353	rsxC_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
DLIDFOLG_00433	CDS	1113	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
DLIDFOLG_00434	CDS	1389	astD_1	1.2.1.71		N-succinylglutamate 5-semialdehyde dehydrogenase
DLIDFOLG_00435	CDS	3537	recB	3.1.11.5	COG1074	RecBCD enzyme subunit RecB
DLIDFOLG_00436	CDS	2886	ptrA	3.4.24.55	COG1025	Protease 3
DLIDFOLG_00437	CDS	3378	recC	3.1.11.5	COG1330	RecBCD enzyme subunit RecC
DLIDFOLG_00438	CDS	324				hypothetical protein
DLIDFOLG_00439	CDS	408				hypothetical protein
DLIDFOLG_00440	CDS	558				hypothetical protein
DLIDFOLG_00441	CDS	552				hypothetical protein
DLIDFOLG_00442	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
DLIDFOLG_00443	CDS	876	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
DLIDFOLG_00444	CDS	2247	ptsP	2.7.3.9	COG3605	Phosphoenolpyruvate-dependent phosphotransferase system
DLIDFOLG_00445	CDS	531	rppH_1	3.6.1.-	COG0494	RNA pyrophosphohydrolase
DLIDFOLG_00446	CDS	696	mutH		COG3066	DNA mismatch repair protein MutH
DLIDFOLG_00447	CDS	714				hypothetical protein
DLIDFOLG_00448	CDS	219	ygdR_2			putative lipoprotein YgdR
DLIDFOLG_00449	CDS	1041	tas		COG0667	Protein tas
DLIDFOLG_00450	CDS	1194	lplT			Lysophospholipid transporter LplT
DLIDFOLG_00451	CDS	2160	aas		COG0204	Bifunctional protein Aas
DLIDFOLG_00452	CDS	1017	galR_1		COG1609	HTH-type transcriptional regulator GalR
DLIDFOLG_00453	CDS	273				hypothetical protein
DLIDFOLG_00454	CDS	246	qseF		COG2204	Transcriptional regulatory protein QseF
DLIDFOLG_00455	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
DLIDFOLG_00456	CDS	1191	hmp	1.14.12.17	COG1017	Flavohemoprotein
DLIDFOLG_00457	CDS	1254	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
DLIDFOLG_00458	CDS	468	yphA		COG2259	Inner membrane protein YphA
DLIDFOLG_00459	CDS	1197	nagC_2		COG1940	N-acetylglucosamine repressor
DLIDFOLG_00460	CDS	3276				hypothetical protein
DLIDFOLG_00461	CDS	1437	xylE			D-xylose-proton symporter
DLIDFOLG_00462	CDS	834	yphB		COG2017	putative protein YphB
DLIDFOLG_00463	CDS	1137	hcaT			putative 3-phenylpropionic acid transporter
DLIDFOLG_00464	CDS	1278				hypothetical protein
DLIDFOLG_00465	CDS	639				hypothetical protein
DLIDFOLG_00466	CDS	981				hypothetical protein
DLIDFOLG_00467	CDS	837				hypothetical protein
DLIDFOLG_00468	CDS	804	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase
DLIDFOLG_00469	CDS	735	trmJ	2.1.1.200	COG0565	tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ
DLIDFOLG_00470	CDS	492	iscR		COG1959	HTH-type transcriptional regulator IscR
DLIDFOLG_00471	CDS	1215	iscS	2.8.1.7	COG1104	Cysteine desulfurase IscS
DLIDFOLG_00472	CDS	387	iscU		COG0822	Iron-sulfur cluster assembly scaffold protein IscU
DLIDFOLG_00473	CDS	324	iscA		COG0316	Iron-binding protein IscA
DLIDFOLG_00474	CDS	516	hscB		COG1076	Co-chaperone protein HscB
DLIDFOLG_00475	CDS	390				hypothetical protein
DLIDFOLG_00476	CDS	765	catD	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
DLIDFOLG_00477	CDS	525	pcaB	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
DLIDFOLG_00478	CDS	123				hypothetical protein
DLIDFOLG_00479	CDS	960				hypothetical protein
DLIDFOLG_00480	CDS	558				hypothetical protein
DLIDFOLG_00481	CDS	525				hypothetical protein
DLIDFOLG_00482	CDS	486				hypothetical protein
DLIDFOLG_00483	CDS	1221	ufaA1	2.1.1.-	COG2230	Tuberculostearic acid methyltransferase UfaA1
DLIDFOLG_00484	CDS	723				hypothetical protein
DLIDFOLG_00485	CDS	423				hypothetical protein
DLIDFOLG_00486	CDS	675				hypothetical protein
DLIDFOLG_00487	CDS	936	dmlR_2			HTH-type transcriptional regulator DmlR
DLIDFOLG_00488	CDS	1215	sotB_1			sugar efflux transporter
DLIDFOLG_00489	CDS	1536	murJ		COG0728	putative lipid II flippase MurJ
DLIDFOLG_00490	CDS	858	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
DLIDFOLG_00491	CDS	765				hypothetical protein
DLIDFOLG_00492	CDS	624	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
DLIDFOLG_00493	CDS	1209	mdtH_1			Multidrug resistance protein MdtH
DLIDFOLG_00494	CDS	561	yceB			putative lipoprotein YceB
DLIDFOLG_00495	CDS	1047	pyrC	3.5.2.3	COG0418	Dihydroorotase
DLIDFOLG_00496	CDS	252	dinI_1			DNA damage-inducible protein I
DLIDFOLG_00497	CDS	255	bssS			Biofilm regulator BssS
DLIDFOLG_00498	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
DLIDFOLG_00499	CDS	114	yceO			putative protein YceO
DLIDFOLG_00500	CDS	1065				hypothetical protein
DLIDFOLG_00501	CDS	921	lpxL_1	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
DLIDFOLG_00502	CDS	231	mdtG			Multidrug resistance protein MdtG
DLIDFOLG_00503	CDS	978	sbnD_1			Staphyloferrin B transporter
DLIDFOLG_00504	CDS	387				hypothetical protein
DLIDFOLG_00505	CDS	228				hypothetical protein
DLIDFOLG_00506	CDS	2529	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
DLIDFOLG_00507	CDS	1554	mdoG		COG3131	Glucans biosynthesis protein G
DLIDFOLG_00508	CDS	1161	mdoC	2.1.-.-		Glucans biosynthesis protein C
DLIDFOLG_00509	CDS	594	betI_1			HTH-type transcriptional regulator BetI
DLIDFOLG_00510	CDS	528	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
DLIDFOLG_00511	CDS	483	ycdZ			Inner membrane protein YcdZ
DLIDFOLG_00512	CDS	555	ycdY		COG3381	Chaperone protein YcdY
DLIDFOLG_00513	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
DLIDFOLG_00514	CDS	417	ghrA_1	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
DLIDFOLG_00515	CDS	1062	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
DLIDFOLG_00516	CDS	1002	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
DLIDFOLG_00517	CDS	1443				hypothetical protein
DLIDFOLG_00518	CDS	1014	oleD	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
DLIDFOLG_00519	CDS	831	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
DLIDFOLG_00520	CDS	1140				hypothetical protein
DLIDFOLG_00521	CDS	165				hypothetical protein
DLIDFOLG_00522	CDS	516	ybjP			putative lipoprotein YbjP
DLIDFOLG_00523	CDS	795	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
DLIDFOLG_00524	CDS	753	artI		COG0834	Putative ABC transporter arginine-binding protein 2
DLIDFOLG_00525	CDS	717	artQ_1		COG4215	Arginine ABC transporter permease protein ArtQ
DLIDFOLG_00526	CDS	669	artM_1		COG4160	Arginine ABC transporter permease protein ArtM
DLIDFOLG_00527	CDS	732	artJ_1		COG0834	ABC transporter arginine-binding protein 1
DLIDFOLG_00528	CDS	297				hypothetical protein
DLIDFOLG_00529	CDS	195	gdhA_1	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
DLIDFOLG_00530	CDS	981	ppsC	2.3.1.41		Phthiocerol synthesis polyketide synthase type I PpsC
DLIDFOLG_00531	CDS	1947	topB	5.6.2.1	COG0550	DNA topoisomerase 3
DLIDFOLG_00532	CDS	192	selD	2.7.9.3	COG0709	Selenide, water dikinase
DLIDFOLG_00533	CDS	1077	recD	3.1.11.5	COG0507	RecBCD enzyme subunit RecD
DLIDFOLG_00534	CDS	321				hypothetical protein
DLIDFOLG_00535	CDS	1332	argA	2.3.1.1	COG0548	Amino-acid acetyltransferase
DLIDFOLG_00536	CDS	1254	amiC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiC
DLIDFOLG_00537	CDS	1077	cobD_1	4.1.1.81	COG0079	Threonine-phosphate decarboxylase
DLIDFOLG_00538	CDS	408	pduX	2.7.1.177	COG4542	L-threonine kinase
DLIDFOLG_00539	CDS	1308	ynjE	2.8.1.1	COG2897	Thiosulfate sulfurtransferase YnjE
DLIDFOLG_00540	CDS	624	ynjF		COG0558	Inner membrane protein YnjF
DLIDFOLG_00541	CDS	411	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase
DLIDFOLG_00542	CDS	951				hypothetical protein
DLIDFOLG_00543	CDS	693	pyrG_1	6.3.4.2		CTP synthase
DLIDFOLG_00544	CDS	450	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
DLIDFOLG_00545	CDS	579	nudL	3.6.1.-		putative Nudix hydrolase NudL
DLIDFOLG_00546	CDS	1365	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
DLIDFOLG_00547	CDS	1578	pdeD	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeD
DLIDFOLG_00548	CDS	1560				hypothetical protein
DLIDFOLG_00549	CDS	972	manX	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
DLIDFOLG_00550	CDS	801	manY		COG3715	PTS system mannose-specific EIIC component
DLIDFOLG_00551	CDS	852	manZ_1		COG3716	PTS system mannose-specific EIID component
DLIDFOLG_00552	CDS	459				hypothetical protein
DLIDFOLG_00553	CDS	567	mntP		COG1971	putative manganese efflux pump MntP
DLIDFOLG_00554	CDS	795	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
DLIDFOLG_00555	CDS	1746	ftsI_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
DLIDFOLG_00556	CDS	210	cspC			Cold shock-like protein CspC
DLIDFOLG_00557	CDS	291				hypothetical protein
DLIDFOLG_00558	CDS	240				hypothetical protein
DLIDFOLG_00559	CDS	792	kdgR_1		COG1414	Transcriptional regulator KdgR
DLIDFOLG_00560	CDS	1371	ribZ_1			Riboflavin transporter RibZ
DLIDFOLG_00561	CDS	885	htpX	3.4.24.-	COG0501	Protease HtpX
DLIDFOLG_00562	CDS	2049	prc	3.4.21.102	COG0793	Tail-specific protease
DLIDFOLG_00563	CDS	678	proQ		COG3109	RNA chaperone ProQ
DLIDFOLG_00564	CDS	555	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
DLIDFOLG_00565	CDS	1284	yebS		COG2995	Intermembrane transport protein YebS
DLIDFOLG_00566	CDS	2634	yebT		COG3008	Intermembrane transport protein YebT
DLIDFOLG_00567	CDS	309				hypothetical protein
DLIDFOLG_00568	CDS	555				hypothetical protein
DLIDFOLG_00569	CDS	987	gspK		COG3156	Putative type II secretion system protein K
DLIDFOLG_00570	CDS	597	xcpW		COG4795	Type II secretion system protein J
DLIDFOLG_00571	CDS	318				hypothetical protein
DLIDFOLG_00572	CDS	849				hypothetical protein
DLIDFOLG_00573	CDS	276				hypothetical protein
DLIDFOLG_00574	CDS	966	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
DLIDFOLG_00575	CDS	507	tpx	1.11.1.15	COG2077	Thiol peroxidase
DLIDFOLG_00576	CDS	1053				hypothetical protein
DLIDFOLG_00577	CDS	1542	tyrR		COG3283	Transcriptional regulatory protein TyrR
DLIDFOLG_00578	CDS	1314	licH_1	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
DLIDFOLG_00579	CDS	900	dsdC_1		COG0583	HTH-type transcriptional regulator DsdC
DLIDFOLG_00580	CDS	1062				hypothetical protein
DLIDFOLG_00581	CDS	1119	ycjX		COG3106	putative protein YcjX
DLIDFOLG_00582	CDS	195				IS6 family transposase IS26
DLIDFOLG_00583	CDS	318	yehZ		COG1732	Glycine betaine-binding protein YehZ
DLIDFOLG_00584	CDS	1158	yehY		COG1174	Glycine betaine uptake system permease protein YehY
DLIDFOLG_00585	CDS	372				hypothetical protein
DLIDFOLG_00586	rRNA	655				16S ribosomal RNA (partial)
DLIDFOLG_00587	CDS	375	eutD		COG0280	Ethanolamine utilization protein EutD
DLIDFOLG_00588	CDS	291	eutM		COG4577	Ethanolamine utilization protein EutM
DLIDFOLG_00589	CDS	288	eutN		COG4576	Ethanolamine utilization protein EutN
DLIDFOLG_00590	CDS	969	proA_1	1.2.1.41		Gamma-glutamyl phosphate reductase
DLIDFOLG_00591	CDS	315				hypothetical protein
DLIDFOLG_00592	CDS	840	ftsA_1			Cell division protein FtsA
DLIDFOLG_00593	CDS	1188	mdh_1	1.1.1.244		NAD-dependent methanol dehydrogenase
DLIDFOLG_00594	CDS	1233				hypothetical protein
DLIDFOLG_00595	CDS	1344				hypothetical protein
DLIDFOLG_00596	CDS	1362	eutB_1	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
DLIDFOLG_00597	CDS	900	eutC_1	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
DLIDFOLG_00598	CDS	1158				hypothetical protein
DLIDFOLG_00599	CDS	1212				hypothetical protein
DLIDFOLG_00600	CDS	1752				hypothetical protein
DLIDFOLG_00601	CDS	765				hypothetical protein
DLIDFOLG_00602	CDS	522				hypothetical protein
DLIDFOLG_00603	CDS	390				hypothetical protein
DLIDFOLG_00604	CDS	1152			COG2826	IS30 family transposase IS30
DLIDFOLG_00605	CDS	2871				hypothetical protein
DLIDFOLG_00606	CDS	1629				hypothetical protein
DLIDFOLG_00607	CDS	2313				hypothetical protein
DLIDFOLG_00608	CDS	981	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
DLIDFOLG_00609	CDS	2850	rapA_2	3.6.4.-		RNA polymerase-associated protein RapA
DLIDFOLG_00610	CDS	183				hypothetical protein
DLIDFOLG_00611	CDS	519				hypothetical protein
DLIDFOLG_00612	CDS	264				hypothetical protein
DLIDFOLG_00613	CDS	1263	intS_1		COG0582	Prophage integrase IntS
DLIDFOLG_00614	tRNA	76				tRNA-Phe(gaa)
DLIDFOLG_00615	CDS	2088				hypothetical protein
DLIDFOLG_00616	CDS	591				hypothetical protein
DLIDFOLG_00617	CDS	1797	dsbD_1	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
DLIDFOLG_00618	CDS	324	cutA		COG1324	Divalent-cation tolerance protein CutA
DLIDFOLG_00619	CDS	1302	dcuA		COG2704	Anaerobic C4-dicarboxylate transporter DcuA
DLIDFOLG_00620	CDS	1437	aspA	4.3.1.1	COG1027	Aspartate ammonia-lyase
DLIDFOLG_00621	CDS	477				hypothetical protein
DLIDFOLG_00622	CDS	1251	yjeH		COG0531	L-methionine/branched-chain amino acid exporter YjeH
DLIDFOLG_00623	CDS	294	groS		COG0234	10 kDa chaperonin
DLIDFOLG_00624	CDS	1647	groL			60 kDa chaperonin
DLIDFOLG_00625	CDS	354				hypothetical protein
DLIDFOLG_00626	CDS	864				hypothetical protein
DLIDFOLG_00627	CDS	2124	hlyB		COG2274	Alpha-hemolysin translocation ATP-binding protein HlyB
DLIDFOLG_00628	CDS	1287	cvaA		COG0845	Colicin V secretion protein CvaA
DLIDFOLG_00629	CDS	366				hypothetical protein
DLIDFOLG_00630	CDS	1008				hypothetical protein
DLIDFOLG_00631	CDS	2535	fimD_2		COG3188	Outer membrane usher protein FimD
DLIDFOLG_00632	CDS	687	fimC_1			Chaperone protein FimC
DLIDFOLG_00633	CDS	564				hypothetical protein
DLIDFOLG_00634	CDS	675				hypothetical protein
DLIDFOLG_00635	CDS	1029	epmB	5.4.3.-	COG1509	L-lysine 2,3-aminomutase
DLIDFOLG_00636	CDS	567	efp		COG0231	Elongation factor P
DLIDFOLG_00637	CDS	132				hypothetical protein
DLIDFOLG_00638	CDS	192				hypothetical protein
DLIDFOLG_00639	CDS	318	gdx		COG2076	Guanidinium exporter
DLIDFOLG_00640	CDS	534	blc_1		COG3040	Outer membrane lipoprotein Blc
DLIDFOLG_00641	CDS	360	frdD		COG3080	Fumarate reductase subunit D
DLIDFOLG_00642	CDS	396	frdC		COG3029	Fumarate reductase subunit C
DLIDFOLG_00643	CDS	735	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
DLIDFOLG_00644	CDS	1386	frdA	1.3.5.4	COG1053	Fumarate reductase flavoprotein subunit
DLIDFOLG_00645	CDS	345				hypothetical protein
DLIDFOLG_00646	CDS	978	epmA	6.3.1.-	COG2269	Elongation factor P--(R)-beta-lysine ligase
DLIDFOLG_00647	CDS	1503	yjeM			Inner membrane transporter YjeM
DLIDFOLG_00648	CDS	3330	mscM		COG3264	Miniconductance mechanosensitive channel MscM
DLIDFOLG_00649	CDS	963	psd	4.1.1.65	COG0688	Phosphatidylserine decarboxylase proenzyme
DLIDFOLG_00650	CDS	1062	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
DLIDFOLG_00651	CDS	546	orn	3.1.-.-	COG1949	Oligoribonuclease
DLIDFOLG_00652	CDS	732	artJ_2		COG0834	ABC transporter arginine-binding protein 1
DLIDFOLG_00653	tRNA	76				tRNA-Gly(gcc)
DLIDFOLG_00654	tRNA	76				tRNA-Gly(gcc)
DLIDFOLG_00655	tRNA	76				tRNA-Gly(gcc)
DLIDFOLG_00656	CDS	1140	queG	1.17.99.6		Epoxyqueuosine reductase
DLIDFOLG_00657	CDS	1512	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
DLIDFOLG_00658	CDS	462	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
DLIDFOLG_00659	CDS	1353	amiB	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase AmiB
DLIDFOLG_00660	CDS	1860	mutL		COG0323	DNA mismatch repair protein MutL
DLIDFOLG_00661	CDS	951	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
DLIDFOLG_00662	CDS	309	hfq		COG1923	RNA-binding protein Hfq
